0,30.19
1,30.231
2,30.274
3,30.316
4,30.36
5,30.404
6,30.449
7,30.495
8,30.541
9,30.588
10,30.635
11,30.683
12,30.732
13,30.781
14,30.831
15,30.882
16,30.933
17,30.985
18,31.038
19,31.091
20,31.145
21,31.199
22,31.254
23,31.31
24,31.366
25,31.423
26,31.481
27,31.539
28,31.597
29,31.657
30,31.716
31,31.777
32,31.838
33,31.899
34,31.962
35,32.024
36,32.087
37,32.151
38,32.216
39,32.281
40,32.346
41,32.412
42,32.479
43,32.546
44,32.614
45,32.682
46,32.75
47,32.82
48,32.89
49,32.96
50,33.031
51,33.102
52,33.174
53,33.246
54,33.319
55,33.393
56,33.466
57,33.541
58,33.616
59,33.691
60,33.767
61,33.843
62,33.92
63,33.997
64,34.075
65,34.153
66,34.232
67,34.311
68,34.391
69,34.471
70,34.552
71,34.633
72,34.714
73,34.796
74,34.878
75,34.961
76,35.045
77,35.128
78,35.212
79,35.297
80,35.382
81,35.467
82,35.553
83,35.639
84,35.726
85,35.813
86,35.901
87,35.988
88,36.077
89,36.165
90,36.254
91,36.344
92,36.434
93,36.524
94,36.615
95,36.706
96,36.797
97,36.889
98,36.981
99,37.074
100,37.167
101,37.26
102,37.353
103,37.447
104,37.542
105,37.636
106,37.731
107,37.827
108,37.923
109,38.019
110,38.115
111,38.212
112,38.309
113,38.406
114,38.504
115,38.602
116,38.701
117,38.799
118,38.898
119,38.998
120,39.097
121,39.197
122,39.298
123,39.398
124,39.499
125,39.6
126,39.702
127,39.803
128,39.905
129,40.008
130,40.11
131,40.213
132,40.316
133,40.42
134,40.524
135,40.628
136,40.732
137,40.836
138,40.941
139,41.046
140,41.152
141,41.257
142,41.363
143,41.469
144,41.575
145,41.682
146,41.789
147,41.896
148,42.003
149,42.111
150,42.218
151,42.326
152,42.435
153,42.543
154,42.652
155,42.761
156,42.87
157,42.979
158,43.088
159,43.198
160,43.308
161,43.418
162,43.528
163,43.639
164,43.75
165,43.861
166,43.972
167,44.083
168,44.195
169,44.306
170,44.418
171,44.53
172,44.642
173,44.755
174,44.867
175,44.98
176,45.093
177,45.206
178,45.319
179,45.432
180,45.546
181,45.66
182,45.773
183,45.887
184,46.002
185,46.116
186,46.23
187,46.345
188,46.459
189,46.574
190,46.689
191,46.804
192,46.92
193,47.035
194,47.15
195,47.266
196,47.382
197,47.497
198,47.613
199,47.729
200,47.846
201,47.962
202,48.078
203,48.195
204,48.311
205,48.428
206,48.545
207,48.662
208,48.779
209,48.896
210,49.013
211,49.13
212,49.247
213,49.365
214,49.482
215,49.6
216,49.717
217,49.835
218,49.953
219,50.071
220,50.189
221,50.307
222,50.425
223,50.543
224,50.661
225,50.779
226,50.897
227,51.016
228,51.134
229,51.252
230,51.371
231,51.489
232,51.608
233,51.727
234,51.845
235,51.964
236,52.082
237,52.201
238,52.32
239,52.439
240,52.557
241,52.676
242,52.795
243,52.914
244,53.033
245,53.152
246,53.271
247,53.389
248,53.508
249,53.627
250,53.746
251,53.865
252,53.984
253,54.103
254,54.222
255,54.341
256,54.46
257,54.579
258,54.698
259,54.816
260,54.935
261,55.054
262,55.173
263,55.292
264,55.411
265,55.529
266,55.648
267,55.767
268,55.885
269,56.004
270,56.123
271,56.241
272,56.36
273,56.478
274,56.597
275,56.715
276,56.834
277,56.952
278,57.07
279,57.188
280,57.307
281,57.425
282,57.543
283,57.661
284,57.779
285,57.897
286,58.015
287,58.132
288,58.25
289,58.368
290,58.485
291,58.603
292,58.72
293,58.838
294,58.955
295,59.072
296,59.189
297,59.306
298,59.423
299,59.54
300,59.657
301,59.773
302,59.89
303,60.007
304,60.123
305,60.239
306,60.356
307,60.472
308,60.588
309,60.704
310,60.82
311,60.935
312,61.051
313,61.167
314,61.282
315,61.397
316,61.512
317,61.628
318,61.742
319,61.857
320,61.972
321,62.087
322,62.201
323,62.316
324,62.43
325,62.544
326,62.658
327,62.772
328,62.886
329,62.999
330,63.113
331,63.226
332,63.339
333,63.452
334,63.565
335,63.678
336,63.791
337,63.903
338,64.016
339,64.128
340,64.24
341,64.352
342,64.464
343,64.575
344,64.687
345,64.798
346,64.909
347,65.02
348,65.131
349,65.242
350,65.352
351,65.463
352,65.573
353,65.683
354,65.793
355,65.903
356,66.012
357,66.122
358,66.231
359,66.34
360,66.449
361,66.557
362,66.666
363,66.774
364,66.882
365,66.99
366,67.098
367,67.206
368,67.313
369,67.42
370,67.527
371,67.634
372,67.741
373,67.847
374,67.954
375,68.06
376,68.166
377,68.271
378,68.377
379,68.482
380,68.587
381,68.692
382,68.797
383,68.902
384,69.006
385,69.11
386,69.214
387,69.318
388,69.421
389,69.525
390,69.628
391,69.731
392,69.833
393,69.936
394,70.038
395,70.14
396,70.242
397,70.343
398,70.445
399,70.546
400,70.647
401,70.747
402,70.848
403,70.948
404,71.048
405,71.148
406,71.248
407,71.347
408,71.446
409,71.545
410,71.644
411,71.742
412,71.841
413,71.938
414,72.036
415,72.134
416,72.231
417,72.328
418,72.425
419,72.521
420,72.618
421,72.714
422,72.81
423,72.905
424,73.001
425,73.096
426,73.191
427,73.285
428,73.38
429,73.474
430,73.568
431,73.661
432,73.755
433,73.848
434,73.941
435,74.034
436,74.126
437,74.218
438,74.31
439,74.402
440,74.493
441,74.584
442,74.675
443,74.765
444,74.856
445,74.946
446,75.036
447,75.125
448,75.215
449,75.304
450,75.392
451,75.481
452,75.569
453,75.657
454,75.745
455,75.832
456,75.919
457,76.006
458,76.093
459,76.179
460,76.265
461,76.351
462,76.437
463,76.522
464,76.607
465,76.692
466,76.776
467,76.86
468,76.944
469,77.028
470,77.111
471,77.194
472,77.277
473,77.36
474,77.442
475,77.524
476,77.605
477,77.687
478,77.768
479,77.849
480,77.929
481,78.01
482,78.089
483,78.169
484,78.249
485,78.328
486,78.407
487,78.485
488,78.563
489,78.641
490,78.719
491,78.796
492,78.874
493,78.95
494,79.027
495,79.103
496,79.179
497,79.255
498,79.33
499,79.405
500,79.48
501,79.554
502,79.629
503,79.703
504,79.776
505,79.85
506,79.923
507,79.995
508,80.068
509,80.14
510,80.212
511,80.283
512,80.354
513,80.425
514,80.496
515,80.566
516,80.637
517,80.706
518,80.776
519,80.845
520,80.914
521,80.982
522,81.051
523,81.119
524,81.186
525,81.254
526,81.321
527,81.387
528,81.454
529,81.52
530,81.586
531,81.651
532,81.717
533,81.782
534,81.846
535,81.911
536,81.975
537,82.038
538,82.102
539,82.165
540,82.228
541,82.29
542,82.353
543,82.414
544,82.476
545,82.537
546,82.598
547,82.659
548,82.719
549,82.78
550,82.839
551,82.899
552,82.958
553,83.017
554,83.075
555,83.134
556,83.192
557,83.249
558,83.306
559,83.364
560,83.42
561,83.477
562,83.533
563,83.589
564,83.644
565,83.699
566,83.754
567,83.809
568,83.863
569,83.917
570,83.971
571,84.024
572,84.077
573,84.13
574,84.182
575,84.234
576,84.286
577,84.338
578,84.389
579,84.44
580,84.49
581,84.541
582,84.591
583,84.64
584,84.69
585,84.739
586,84.788
587,84.836
588,84.884
589,84.932
590,84.98
591,85.027
592,85.074
593,85.12
594,85.167
595,85.213
596,85.258
597,85.304
598,85.349
599,85.394
600,85.438
601,85.482
602,85.526
603,85.57
604,85.613
605,85.656
606,85.699
607,85.741
608,85.783
609,85.825
610,85.867
611,85.908
612,85.949
613,85.989
614,86.03
615,86.07
616,86.109
617,86.149
618,86.188
619,86.227
620,86.265
621,86.303
622,86.341
623,86.379
624,86.416
625,86.453
626,86.49
627,86.526
628,86.563
629,86.598
630,86.634
631,86.669
632,86.704
633,86.739
634,86.773
635,86.807
636,86.841
637,86.875
638,86.908
639,86.941
640,86.973
641,87.006
642,87.038
643,87.069
644,87.101
645,87.132
646,87.163
647,87.194
648,87.224
649,87.254
650,87.284
651,87.313
652,87.342
653,87.371
654,87.4
655,87.428
656,87.456
657,87.484
658,87.512
659,87.539
660,87.566
661,87.592
662,87.619
663,87.645
664,87.671
665,87.696
666,87.721
667,87.746
668,87.771
669,87.796
670,87.82
671,87.844
672,87.867
673,87.891
674,87.914
675,87.937
676,87.959
677,87.981
678,88.003
679,88.025
680,88.047
681,88.068
682,88.089
683,88.109
684,88.13
685,88.15
686,88.17
687,88.189
688,88.209
689,88.228
690,88.247
691,88.265
692,88.284
693,88.302
694,88.319
695,88.337
696,88.354
697,88.371
698,88.388
699,88.405
700,88.421
701,88.437
702,88.453
703,88.468
704,88.484
705,88.499
706,88.513
707,88.528
708,88.542
709,88.556
710,88.57
711,88.584
712,88.597
713,88.61
714,88.623
715,88.636
716,88.648
717,88.66
718,88.672
719,88.684
720,88.695
721,88.706
722,88.717
723,88.728
724,88.738
725,88.749
726,88.759
727,88.768
728,88.778
729,88.787
730,88.797
731,88.805
732,88.814
733,88.823
734,88.831
735,88.839
736,88.847
737,88.854
738,88.862
739,88.869
740,88.876
741,88.883
742,88.889
743,88.895
744,88.901
745,88.907
746,88.913
747,88.919
748,88.924
749,88.929
750,88.934
751,88.938
752,88.943
753,88.947
754,88.951
755,88.955
756,88.959
757,88.962
758,88.966
759,88.969
760,88.971
761,88.974
762,88.977
763,88.979
764,88.981
765,88.983
766,88.985
767,88.987
768,88.988
769,88.989
770,88.99
771,88.991
772,88.992
773,88.992
774,88.993
775,88.993
776,88.993
777,88.993
778,88.992
779,88.992
780,88.991
781,88.99
782,88.989
783,88.988
784,88.987
785,88.985
786,88.984
787,88.982
788,88.98
789,88.978
790,88.975
791,88.973
792,88.97
793,88.968
794,88.965
795,88.962
796,88.959
797,88.955
798,88.952
799,88.948
800,88.945
