DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,time,date
2020-05-15 07:45:00,12052.23142857143,11813.325714285715,9009.366666666665,14189604064.366665,07:45:00,2020-05-15 00:00:00
2020-05-15 08:00:00,12379.565238095238,12132.810476190476,11932.723809523808,14189606987.72381,08:00:00,2020-05-15 00:00:00
2020-05-15 08:15:00,14071.28,13784.546666666667,15115.866666666667,14095471296.266668,08:15:00,2020-05-15 00:00:00
2020-05-15 08:30:00,16053.013333333334,15718.433333333332,18834.133333333335,14182503447.733332,08:30:00,2020-05-15 00:00:00
2020-05-15 08:45:00,17777.12857142857,17399.51142857143,23057.976190476187,14189618112.97619,08:45:00,2020-05-15 00:00:00
2020-05-15 09:00:00,18697.333333333336,18295.993333333336,27479.066666666666,14189622534.066666,09:00:00,2020-05-15 00:00:00
2020-05-15 09:15:00,20195.25380952381,19754.6219047619,32279.54285714286,14189627334.542858,09:15:00,2020-05-15 00:00:00
2020-05-15 09:30:00,19997.38666666667,19552.767619047616,37236.34285714286,14189632291.34286,09:30:00,2020-05-15 00:00:00
2020-05-15 09:45:00,19059.164285714283,18627.731904761902,41758.79999999999,14189612533.585714,09:45:00,2020-05-15 00:00:00
2020-05-15 10:00:00,18570.720476190476,18142.809523809523,46538.72857142858,14189641593.728569,10:00:00,2020-05-15 00:00:00
2020-05-15 10:15:00,17465.253333333334,17041.513333333332,50936.00000000001,14189645990.999998,10:15:00,2020-05-15 00:00:00
2020-05-15 10:30:00,18074.0,17622.486666666664,55344.13333333333,14189650399.133333,10:30:00,2020-05-15 00:00:00
2020-05-15 10:45:00,18684.176666666666,18217.238095238095,59787.461904761905,14189654842.461906,10:45:00,2020-05-15 00:00:00
2020-05-15 11:00:00,17977.836666666666,17528.377142857145,64233.090476190475,14189659288.090475,11:00:00,2020-05-15 00:00:00
2020-05-15 11:15:00,17757.35523809524,17313.777619047618,68564.28095238096,14189663619.280954,11:15:00,2020-05-15 00:00:00
2020-05-15 11:30:00,18009.660000000003,17559.640000000003,72832.26666666666,14108649304.866667,11:30:00,2020-05-15 00:00:00
2020-05-15 11:45:00,17059.7,16633.173333333332,77331.46666666666,14189672386.466663,11:45:00,2020-05-15 00:00:00
2020-05-15 12:00:00,16969.051904761905,16544.79476190476,81366.71904761904,14189676421.719046,12:00:00,2020-05-15 00:00:00
2020-05-15 12:15:00,18008.725714285716,17558.464761904765,85608.61904761904,14189680663.619047,12:15:00,2020-05-15 00:00:00
2020-05-15 12:30:00,17661.64857142857,17220.08619047619,89946.31904761904,14189685001.319048,12:30:00,2020-05-15 00:00:00
2020-05-15 12:45:00,17586.326666666664,17147.059999999998,94303.73333333331,14189689358.733335,12:45:00,2020-05-15 00:00:00
2020-05-15 13:00:00,17838.13333333334,17397.13333333333,98452.20000000001,14181629233.333332,13:00:00,2020-05-15 00:00:00
2020-05-15 13:15:00,17768.745714285717,17331.82238095238,102696.7904761905,14189698058.457142,13:15:00,2020-05-15 00:00:00
2020-05-15 13:30:00,18686.08761904762,18226.817142857144,107390.35714285714,14189702445.357145,13:30:00,2020-05-15 00:00:00
2020-05-15 13:45:00,17746.318571428572,17310.559047619045,111780.09523809524,14189706835.095242,13:45:00,2020-05-15 00:00:00
2020-05-15 14:00:00,18242.933333333334,17806.100000000002,116177.46666666666,14189711232.466665,14:00:00,2020-05-15 00:00:00
2020-05-15 14:15:00,18774.319999999996,18327.02,120732.40000000001,14189715787.4,14:15:00,2020-05-15 00:00:00
2020-05-15 14:30:00,17019.533809523808,16642.040952380954,125301.52857142856,14189720356.528574,14:30:00,2020-05-15 00:00:00
2020-05-15 14:45:00,18272.444285714286,17867.472380952382,129353.90952380953,14189724408.909523,14:45:00,2020-05-15 00:00:00
2020-05-15 15:00:00,20077.719523809526,19638.640476190474,134048.6476190476,14189729103.64762,15:00:00,2020-05-15 00:00:00
2020-05-15 15:15:00,19133.233333333326,18720.180000000004,138921.06666666668,14189733976.06667,15:15:00,2020-05-15 00:00:00
2020-05-15 15:30:00,14042.306666666667,13755.33333333333,143026.13333333333,14189738081.133331,15:30:00,2020-05-15 00:00:00
2020-05-15 15:45:00,15855.710000000003,15524.318571428572,146637.6380952381,14189741692.638098,15:45:00,2020-05-15 00:00:00
2020-05-15 16:00:00,14186.605714285713,13895.899047619047,150335.12380952382,14189745390.12381,16:00:00,2020-05-15 00:00:00
2020-05-15 16:15:00,10408.01857142857,10206.893809523808,153348.1666666667,14189748403.166668,16:15:00,2020-05-15 00:00:00
2020-05-15 16:30:00,9310.133333333333,9140.826666666668,155705.7333333333,14189750760.733335,16:30:00,2020-05-15 00:00:00
2020-05-15 16:45:00,9733.8,9553.453333333333,158153.2666666667,14189753208.266665,16:45:00,2020-05-15 00:00:00
2020-05-15 17:00:00,6389.254285714287,6274.262380952383,160163.70952380952,14189755218.70952,17:00:00,2020-05-15 00:00:00
2020-05-15 17:15:00,4269.249523809523,4184.69619047619,161404.39047619049,14189756459.39048,17:15:00,2020-05-15 00:00:00
2020-05-15 17:30:00,2091.046666666667,2033.4999999999993,162237.20952380952,14189757292.209524,17:30:00,2020-05-15 00:00:00
2020-05-15 17:45:00,847.7733333333334,819.4399999999998,162551.3333333333,14189757606.333334,17:45:00,2020-05-15 00:00:00
2020-05-15 18:00:00,545.24,526.5133333333334,162719.20000000004,14189757774.200003,18:00:00,2020-05-15 00:00:00
2020-05-15 18:15:00,333.9780952380953,322.30000000000007,162827.1,14189757882.099995,18:15:00,2020-05-15 00:00:00
2020-05-15 18:30:00,51.73190476190475,49.90285714285713,162874.9714285714,14189757929.97143,18:30:00,2020-05-15 00:00:00
2020-05-15 18:45:00,0.0,0.0,162876.0,14189757931.0,18:45:00,2020-05-15 00:00:00
2020-05-15 19:00:00,0.0,0.0,162876.0,14189757931.0,19:00:00,2020-05-15 00:00:00
2020-05-15 19:15:00,0.0,0.0,162876.0,14189757931.0,19:15:00,2020-05-15 00:00:00
2020-05-15 19:30:00,0.0,0.0,162876.0,14189757931.0,19:30:00,2020-05-15 00:00:00
2020-05-15 19:45:00,0.0,0.0,162876.0,14189757931.0,19:45:00,2020-05-15 00:00:00
2020-05-15 20:00:00,0.0,0.0,162876.0,14189757931.0,20:00:00,2020-05-15 00:00:00
2020-05-15 20:15:00,0.0,0.0,162312.13333333333,14070093458.2,20:15:00,2020-05-15 00:00:00
2020-05-15 20:30:00,0.0,0.0,162876.0,14189757931.0,20:30:00,2020-05-15 00:00:00
2020-05-15 20:45:00,0.0,0.0,162876.0,14189757931.0,20:45:00,2020-05-15 00:00:00
2020-05-15 21:00:00,0.0,0.0,162876.0,14189757931.0,21:00:00,2020-05-15 00:00:00
2020-05-15 21:15:00,0.0,0.0,162199.92857142858,14182138924.857143,21:15:00,2020-05-15 00:00:00
2020-05-15 21:30:00,0.0,0.0,162876.0,14189757931.0,21:30:00,2020-05-15 00:00:00
2020-05-15 21:45:00,0.0,0.0,162876.0,14189757931.0,21:45:00,2020-05-15 00:00:00
2020-05-15 22:00:00,0.0,0.0,162876.0,14189757931.0,22:00:00,2020-05-15 00:00:00
2020-05-15 22:15:00,0.0,0.0,162876.0,14189757931.0,22:15:00,2020-05-15 00:00:00
2020-05-15 22:30:00,0.0,0.0,162876.0,14189757931.0,22:30:00,2020-05-15 00:00:00
2020-05-15 22:45:00,0.0,0.0,162402.93333333335,14079093121.2,22:45:00,2020-05-15 00:00:00
2020-05-15 23:00:00,0.0,0.0,162876.0,14189757931.0,23:00:00,2020-05-15 00:00:00
2020-05-15 23:30:00,0.0,0.0,162876.0,14189757931.0,23:30:00,2020-05-15 00:00:00
2020-05-15 23:45:00,0.0,0.0,149506.40000000002,14189757931.0,23:45:00,2020-05-15 00:00:00
2020-05-16 00:00:00,0.0,0.0,51525.26666666667,14189757931.0,00:00:00,2020-05-16 00:00:00
2020-05-16 00:15:00,0.0,0.0,27001.0,14189757931.0,00:15:00,2020-05-16 00:00:00
2020-05-16 00:30:00,0.0,0.0,27001.0,14189757931.0,00:30:00,2020-05-16 00:00:00
2020-05-16 00:45:00,0.0,0.0,27001.0,14189757931.0,00:45:00,2020-05-16 00:00:00
2020-05-16 01:00:00,0.0,0.0,26160.8,14189757931.0,01:00:00,2020-05-16 00:00:00
2020-05-16 01:15:00,0.0,0.0,22800.0,14189757931.0,01:15:00,2020-05-16 00:00:00
2020-05-16 01:30:00,0.0,0.0,22800.0,14189757931.0,01:30:00,2020-05-16 00:00:00
2020-05-16 01:45:00,0.0,0.0,22800.0,14189757931.0,01:45:00,2020-05-16 00:00:00
2020-05-16 02:00:00,0.0,0.0,22800.0,14189757931.0,02:00:00,2020-05-16 00:00:00
2020-05-16 02:15:00,0.0,0.0,22800.0,14189757931.0,02:15:00,2020-05-16 00:00:00
2020-05-16 02:30:00,0.0,0.0,22800.0,14182323126.6,02:30:00,2020-05-16 00:00:00
2020-05-16 02:45:00,0.0,0.0,22800.0,14189757931.0,02:45:00,2020-05-16 00:00:00
2020-05-16 03:00:00,0.0,0.0,22800.0,14189757931.0,03:00:00,2020-05-16 00:00:00
2020-05-16 03:15:00,0.0,0.0,22800.0,14189757931.0,03:15:00,2020-05-16 00:00:00
2020-05-16 03:30:00,0.0,0.0,22800.0,14189757931.0,03:30:00,2020-05-16 00:00:00
2020-05-16 03:45:00,0.0,0.0,22517.4,14189757931.0,03:45:00,2020-05-16 00:00:00
2020-05-16 04:00:00,0.0,0.0,18561.0,14189757931.0,04:00:00,2020-05-16 00:00:00
2020-05-16 04:15:00,0.0,0.0,18561.0,14189757931.0,04:15:00,2020-05-16 00:00:00
2020-05-16 04:30:00,0.0,0.0,18561.0,14189757931.0,04:30:00,2020-05-16 00:00:00
2020-05-16 04:45:00,0.0,0.0,18561.0,14189757931.0,04:45:00,2020-05-16 00:00:00
2020-05-16 05:00:00,0.0,0.0,18561.0,14189757931.0,05:00:00,2020-05-16 00:00:00
2020-05-16 05:15:00,0.0,0.0,18561.0,14189757931.0,05:15:00,2020-05-16 00:00:00
2020-05-16 05:30:00,0.0,0.0,631.0,14079093121.2,05:30:00,2020-05-16 00:00:00
2020-05-16 05:45:00,0.0,0.0,0.0,14189599249.857143,05:45:00,2020-05-16 00:00:00
2020-05-16 06:00:00,313.557619047619,302.6719047619047,22.295238095238098,14189757953.295238,06:00:00,2020-05-16 00:00:00
2020-05-16 06:15:00,1032.84,998.9066666666668,179.79999999999998,14095618611.666666,06:15:00,2020-05-16 00:00:00
2020-05-16 06:30:00,1892.047619047619,1836.4485714285713,533.347619047619,14189758464.34762,06:30:00,2020-05-16 00:00:00
2020-05-16 06:45:00,2790.5666666666666,2715.6866666666674,1101.0666666666668,14189759032.06667,06:45:00,2020-05-16 00:00:00
2020-05-16 07:00:00,3700.975238095238,3625.8438095238093,1899.5047619047616,14189759830.504763,07:00:00,2020-05-16 00:00:00
2020-05-16 07:15:00,5537.123333333334,5433.604761904762,2946.4666666666667,14189760877.466667,07:15:00,2020-05-16 00:00:00
2020-05-16 07:30:00,8557.279999999999,8408.233333333334,4721.999999999999,14189762653.000002,07:30:00,2020-05-16 00:00:00
2020-05-16 07:45:00,8476.396666666664,8324.602380952381,6858.676190476191,14133869603.476189,07:45:00,2020-05-16 00:00:00
2020-05-16 08:00:00,11957.473333333332,11720.873333333333,9299.6,14189767230.6,08:00:00,2020-05-16 00:00:00
2020-05-16 08:15:00,13697.886190476192,13420.211904761903,12439.485714285713,14189770370.485714,08:15:00,2020-05-16 00:00:00
2020-05-16 08:30:00,15514.13285714286,15192.79142857143,15965.57142857143,14189773896.571424,08:30:00,2020-05-16 00:00:00
2020-05-16 08:45:00,16532.306666666667,16185.93333333333,19910.600000000002,14189777841.599997,08:45:00,2020-05-16 00:00:00
2020-05-16 09:00:00,18643.05904761904,18243.197619047616,24267.0619047619,14189782198.061905,09:00:00,2020-05-16 00:00:00
2020-05-16 09:15:00,19964.40476190476,19529.978571428568,28983.395238095236,14189786914.395237,09:15:00,2020-05-16 00:00:00
2020-05-16 09:30:00,21194.826666666668,20727.341428571428,33962.40476190476,14189791893.40476,09:30:00,2020-05-16 00:00:00
2020-05-16 09:45:00,21132.765238095242,20661.10904761904,39201.461904761905,14189797132.461905,09:45:00,2020-05-16 00:00:00
2020-05-16 10:00:00,17822.166666666668,17418.533333333336,43924.53333333334,14189801855.533337,10:00:00,2020-05-16 00:00:00
2020-05-16 10:15:00,18617.789523809526,18185.29238095238,48401.71904761905,14189806332.71905,10:15:00,2020-05-16 00:00:00
2020-05-16 10:30:00,16596.39476190476,16192.338571428569,52618.00476190477,14182375744.604763,10:30:00,2020-05-16 00:00:00
2020-05-16 10:45:00,17041.871428571427,16632.631904761907,56778.571428571435,14189814709.571428,10:45:00,2020-05-16 00:00:00
2020-05-16 11:00:00,17570.84857142857,17139.98380952381,60999.74285714285,14189818930.742857,11:00:00,2020-05-16 00:00:00
2020-05-16 11:15:00,17782.99476190476,17346.83238095238,65264.63809523809,14189823195.638096,11:15:00,2020-05-16 00:00:00
2020-05-16 11:30:00,18292.120000000003,17839.44,69717.46666666667,14189827648.46667,11:30:00,2020-05-16 00:00:00
2020-05-16 11:45:00,17485.090952380953,17051.142857142855,74085.42380952381,14189832016.423811,11:45:00,2020-05-16 00:00:00
2020-05-16 12:00:00,16119.827142857146,15727.69904761905,78280.67619047618,14189836211.676191,12:00:00,2020-05-16 00:00:00
2020-05-16 12:15:00,13660.139047619048,13366.50095238095,81777.73333333335,14189839708.733328,12:15:00,2020-05-16 00:00:00
2020-05-16 12:30:00,15947.421428571428,15586.794285714286,85480.90952380953,14189843411.909527,12:30:00,2020-05-16 00:00:00
2020-05-16 12:45:00,11057.164285714285,10827.934285714287,88668.64285714287,14189846599.642857,12:45:00,2020-05-16 00:00:00
2020-05-16 13:00:00,16365.330476190476,15991.596666666666,92057.65238095236,14189849988.652384,13:00:00,2020-05-16 00:00:00
2020-05-16 13:15:00,16549.50904761905,16168.62,96045.90952380952,14189853976.909527,13:15:00,2020-05-16 00:00:00
2020-05-16 13:30:00,17928.887142857144,17497.00190476191,100241.92857142858,14189858172.928568,13:30:00,2020-05-16 00:00:00
2020-05-16 13:45:00,10545.405714285713,10322.661904761904,103258.63333333335,14039864499.033333,13:45:00,2020-05-16 00:00:00
2020-05-16 14:00:00,13976.779999999999,13678.706666666665,106751.8,14189864682.8,14:00:00,2020-05-16 00:00:00
2020-05-16 14:15:00,18914.999047619047,18474.928095238094,110767.25714285715,14189868698.257145,14:15:00,2020-05-16 00:00:00
2020-05-16 14:30:00,19055.243809523807,18605.337142857144,115448.37142857144,14189873379.371426,14:30:00,2020-05-16 00:00:00
2020-05-16 14:45:00,13788.718571428572,13503.72619047619,119503.21904761904,14189877434.21905,14:45:00,2020-05-16 00:00:00
2020-05-16 15:00:00,13911.713809523808,13624.586190476191,123060.63809523809,14189880991.638096,15:00:00,2020-05-16 00:00:00
2020-05-16 15:15:00,9766.206666666665,9587.393333333335,125749.53333333334,14189883680.533333,15:15:00,2020-05-16 00:00:00
2020-05-16 15:30:00,12599.598095238096,12347.567619047619,128638.0857142857,14189886569.085716,15:30:00,2020-05-16 00:00:00
2020-05-16 15:45:00,10075.410952380953,9889.089523809522,131293.94285714286,14189889224.94286,15:45:00,2020-05-16 00:00:00
2020-05-16 16:00:00,7246.648095238095,7112.233809523809,133537.2523809524,14189891468.252382,16:00:00,2020-05-16 00:00:00
2020-05-16 16:15:00,7005.188571428571,6883.972857142857,133960.3380952381,13865816704.67143,16:15:00,2020-05-16 00:00:00
2020-05-16 16:30:00,3638.2066666666665,3559.806666666666,131889.7333333333,12974607870.733334,16:30:00,2020-05-16 00:00:00
2020-05-16 16:45:00,2197.7514285714283,2138.5528571428567,132480.45714285717,12974608461.457144,16:45:00,2020-05-16 00:00:00
2020-05-16 17:00:00,2814.9423809523805,2748.0790476190473,132673.73809523808,12955768518.47143,17:00:00,2020-05-16 00:00:00
2020-05-16 17:15:00,989.4195238095239,957.4709523809524,133630.81904761906,12974609611.819048,17:15:00,2020-05-16 00:00:00
2020-05-16 17:30:00,351.05333333333334,338.8614285714286,133775.9,12974609756.9,17:30:00,2020-05-16 00:00:00
2020-05-16 17:45:00,170.07333333333332,164.02666666666667,133835.33333333334,12974609816.333336,17:45:00,2020-05-16 00:00:00
2020-05-16 18:00:00,17.28285714285714,16.682380952380953,133858.8,12974609839.8,18:00:00,2020-05-16 00:00:00
2020-05-16 18:15:00,0.0,0.0,133859.0,12974609840.0,18:15:00,2020-05-16 00:00:00
2020-05-16 18:30:00,0.0,0.0,133859.0,12974609840.0,18:30:00,2020-05-16 00:00:00
2020-05-16 18:45:00,0.0,0.0,133307.42857142858,12966990282.285715,18:45:00,2020-05-16 00:00:00
2020-05-16 19:00:00,0.0,0.0,133859.0,12974609840.0,19:00:00,2020-05-16 00:00:00
2020-05-16 19:15:00,0.0,0.0,134830.4,13217667201.4,19:15:00,2020-05-16 00:00:00
2020-05-16 19:30:00,0.0,0.0,138716.0,14189896647.0,19:30:00,2020-05-16 00:00:00
2020-05-16 19:45:00,0.0,0.0,138716.0,14189896647.0,19:45:00,2020-05-16 00:00:00
2020-05-16 20:00:00,0.0,0.0,138716.0,14189896647.0,20:00:00,2020-05-16 00:00:00
2020-05-16 20:15:00,0.0,0.0,138716.0,14189896647.0,20:15:00,2020-05-16 00:00:00
2020-05-16 20:30:00,0.0,0.0,138716.0,14189896647.0,20:30:00,2020-05-16 00:00:00
2020-05-16 20:45:00,0.0,0.0,138716.0,14189896647.0,20:45:00,2020-05-16 00:00:00
2020-05-16 21:00:00,0.0,0.0,138716.0,14189896647.0,21:00:00,2020-05-16 00:00:00
2020-05-16 21:15:00,0.0,0.0,138716.0,14189896647.0,21:15:00,2020-05-16 00:00:00
2020-05-16 21:30:00,0.0,0.0,138201.26666666666,14095756633.133333,21:30:00,2020-05-16 00:00:00
2020-05-16 21:45:00,0.0,0.0,138716.0,14189896647.0,21:45:00,2020-05-16 00:00:00
2020-05-16 22:00:00,0.0,0.0,138224.53333333333,14181831514.533333,22:00:00,2020-05-16 00:00:00
2020-05-16 22:15:00,0.0,0.0,138716.0,14189896647.0,22:15:00,2020-05-16 00:00:00
2020-05-16 22:30:00,0.0,0.0,138716.0,14189896647.0,22:30:00,2020-05-16 00:00:00
2020-05-16 22:45:00,0.0,0.0,138716.0,14189896647.0,22:45:00,2020-05-16 00:00:00
2020-05-16 23:00:00,0.0,0.0,138192.4,14150323492.266666,23:00:00,2020-05-16 00:00:00
2020-05-16 23:15:00,0.0,0.0,138716.0,14189896647.0,23:15:00,2020-05-16 00:00:00
2020-05-16 23:30:00,0.0,0.0,138716.0,14189896647.0,23:30:00,2020-05-16 00:00:00
2020-05-16 23:45:00,0.0,0.0,126347.26666666666,14189896647.0,23:45:00,2020-05-16 00:00:00
2020-05-17 00:00:00,0.0,0.0,40881.933333333334,14189896647.0,00:00:00,2020-05-17 00:00:00
2020-05-17 00:15:00,0.0,0.0,23297.0,14189896647.0,00:15:00,2020-05-17 00:00:00
2020-05-17 00:30:00,0.0,0.0,23297.0,14189896647.0,00:30:00,2020-05-17 00:00:00
2020-05-17 00:45:00,0.0,0.0,23297.0,14189896647.0,00:45:00,2020-05-17 00:00:00
2020-05-17 01:00:00,0.0,0.0,22161.6,14189896647.0,01:00:00,2020-05-17 00:00:00
2020-05-17 01:15:00,0.0,0.0,17620.0,14189896647.0,01:15:00,2020-05-17 00:00:00
2020-05-17 01:30:00,0.0,0.0,17620.0,14189896647.0,01:30:00,2020-05-17 00:00:00
2020-05-17 01:45:00,0.0,0.0,17620.0,14189896647.0,01:45:00,2020-05-17 00:00:00
2020-05-17 02:00:00,0.0,0.0,17620.0,14189896647.0,02:00:00,2020-05-17 00:00:00
2020-05-17 02:15:00,0.0,0.0,17620.0,14189896647.0,02:15:00,2020-05-17 00:00:00
2020-05-17 02:30:00,0.0,0.0,17620.0,14189896647.0,02:30:00,2020-05-17 00:00:00
2020-05-17 02:45:00,0.0,0.0,17620.0,14189896647.0,02:45:00,2020-05-17 00:00:00
2020-05-17 03:00:00,0.0,0.0,17620.0,14189896647.0,03:00:00,2020-05-17 00:00:00
2020-05-17 03:15:00,0.0,0.0,17620.0,14189896647.0,03:15:00,2020-05-17 00:00:00
2020-05-17 03:30:00,0.0,0.0,17620.0,14189896647.0,03:30:00,2020-05-17 00:00:00
2020-05-17 03:45:00,0.0,0.0,17195.666666666668,14189896647.0,03:45:00,2020-05-17 00:00:00
2020-05-17 04:00:00,0.0,0.0,11255.0,14189896647.0,04:00:00,2020-05-17 00:00:00
2020-05-17 04:15:00,0.0,0.0,11255.0,14189896647.0,04:15:00,2020-05-17 00:00:00
2020-05-17 04:30:00,0.0,0.0,11255.0,14189896647.0,04:30:00,2020-05-17 00:00:00
2020-05-17 04:45:00,0.0,0.0,11255.0,14189896647.0,04:45:00,2020-05-17 00:00:00
2020-05-17 05:00:00,0.0,0.0,11255.0,14189896647.0,05:00:00,2020-05-17 00:00:00
2020-05-17 05:15:00,0.0,0.0,11255.0,14189896647.0,05:15:00,2020-05-17 00:00:00
2020-05-17 05:30:00,0.0,0.0,514.8,14189896647.0,05:30:00,2020-05-17 00:00:00
2020-05-17 05:45:00,0.0,0.0,0.0,14189896647.0,05:45:00,2020-05-17 00:00:00
2020-05-17 06:00:00,85.45333333333332,82.42000000000002,2.533333333333333,14189896649.533333,06:00:00,2020-05-17 00:00:00
2020-05-17 06:15:00,530.2542857142856,511.97809523809525,77.89047619047619,14189896724.890478,06:15:00,2020-05-17 00:00:00
2020-05-17 06:30:00,790.055238095238,763.4190476190475,239.9904761904762,14189896886.990475,06:30:00,2020-05-17 00:00:00
2020-05-17 06:45:00,942.8909523809524,911.5719047619046,444.2761904761905,14189897091.276194,06:45:00,2020-05-17 00:00:00
2020-05-17 07:00:00,1497.9885714285713,1451.4990476190476,726.1714285714285,14182785785.971428,07:00:00,2020-05-17 00:00:00
2020-05-17 07:15:00,2247.4266666666667,2183.9399999999996,1175.3999999999999,14189897822.400002,07:15:00,2020-05-17 00:00:00
2020-05-17 07:30:00,4074.0695238095236,3989.193333333333,1917.3952380952378,14189898564.395237,07:30:00,2020-05-17 00:00:00
2020-05-17 07:45:00,7276.105238095237,7145.049047619047,3246.795238095238,14189899893.795238,07:45:00,2020-05-17 00:00:00
2020-05-17 08:00:00,12329.716190476192,12086.656666666666,5542.909523809524,14189902189.909525,08:00:00,2020-05-17 00:00:00
2020-05-17 08:15:00,13375.270476190475,13104.736666666666,8868.985714285714,14189905515.985716,08:15:00,2020-05-17 00:00:00
2020-05-17 08:30:00,14594.586666666666,14295.386666666669,12268.6,14189908915.599998,08:30:00,2020-05-17 00:00:00
2020-05-17 08:45:00,13939.560952380954,13655.562380952382,15803.614285714284,14189912450.614285,08:45:00,2020-05-17 00:00:00
2020-05-17 09:00:00,15864.659523809525,15533.41285714286,19336.738095238095,14189915983.738092,09:00:00,2020-05-17 00:00:00
2020-05-17 09:15:00,20434.131904761907,19986.915238095236,23799.566666666673,14189920446.566666,09:15:00,2020-05-17 00:00:00
2020-05-17 09:30:00,17300.71285714286,16923.108095238094,28592.69523809523,14189925239.695244,09:30:00,2020-05-17 00:00:00
2020-05-17 09:45:00,17717.393333333333,17327.48,32742.666666666664,14189929389.666666,09:45:00,2020-05-17 00:00:00
2020-05-17 10:00:00,15965.435714285713,15616.679047619045,36918.37619047619,14189933565.376188,10:00:00,2020-05-17 00:00:00
2020-05-17 10:15:00,13423.970476190476,13140.551904761907,40525.74761904762,14189937172.74762,10:15:00,2020-05-17 00:00:00
2020-05-17 10:30:00,17289.507619047617,16912.128571428573,44121.89523809524,14189940768.895237,10:30:00,2020-05-17 00:00:00
2020-05-17 10:45:00,16788.320952380953,16411.396666666667,48313.59523809523,14189944960.59524,10:45:00,2020-05-17 00:00:00
2020-05-17 11:00:00,15127.646666666667,14787.346666666668,52241.26666666667,14189948888.26667,11:00:00,2020-05-17 00:00:00
2020-05-17 11:15:00,13797.642380952379,13496.586666666668,55927.376190476185,14189952574.376188,11:15:00,2020-05-17 00:00:00
2020-05-17 11:30:00,12095.34,11845.550476190474,59024.30476190479,14189955671.304766,11:30:00,2020-05-17 00:00:00
